Observation id,Date,Hour,Week,Observation date,Description,Media file,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Top,Location,Right,STATE,10.102,48.38,38.278,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Top,Location,Left,STATE,10.342,230.056,219.714,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Shelter,Location,In,STATE,10.342,220.055,209.713,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Top,Location,Left,STATE,48.381,70.144,21.763,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Shelter,Location,In,STATE,48.381,52.135,3.754,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Top,Location,Right,STATE,70.145,72.142,1.997,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Bottom,Location,Right,STATE,72.143,72.646,0.503,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Bottom,Location,Left,STATE,72.647,75.144,2.497,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Bottom,Location,Right,STATE,75.145,86.143,10.998,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Bottom,Location,Left,STATE,86.144,89.141,2.997,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Top,Location,Right,STATE,89.142,89.422,0.28,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Top,Location,Left,STATE,89.423,174.506,85.083,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Shelter,Location,In,STATE,89.714,98.173,8.459,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Shelter,Location,On,STATE,98.477,158.955,60.478,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Top,Location,Right,STATE,174.507,176.256,1.749,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Bottom,Location,Right,STATE,176.257,178.256,1.999,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Bottom,Location,Left,STATE,178.257,186.259,8.002,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Top,Location,Right,STATE,186.26,187.02,0.76,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Top,Location,Left,STATE,187.021,197.03,10.009,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Bottom,Location,Left,STATE,197.031,198.532,1.501,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Top,Location,Right,STATE,198.533,207.034,8.501,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Bottom,Location,Left,STATE,207.035,300.135,93.1,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Cup,Location,,STATE,213.788,295.127,81.339,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Shelter,Location,On,STATE,220.056,225.804,5.748,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Top,Location,Right,STATE,230.057,232.053,1.996,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Bottom,Location,Right,STATE,232.054,236.806,4.752,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Bottom,Location,Left,STATE,236.807,255.594,18.787,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Bottom,Location,Right,STATE,255.595,259.6,4.005,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Food Hopper,Location,,STATE,256.342,259.601,3.259,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Bottom,Location,Left,STATE,259.601,262.337,2.736,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Bottom,Location,Right,STATE,262.338,282.614,20.276,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Food Hopper,Location,,STATE,262.338,280.614,18.276,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Top,Location,Right,STATE,282.615,325.409,42.794,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Top,Location,Left,STATE,300.136,354.436,54.3,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Shelter,Location,In,STATE,301.635,306.392,4.757,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Shelter,Location,On,STATE,306.641,307.643,1.002,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Shelter,Location,In,STATE,307.89,312.639,4.749,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Shelter,Location,On,STATE,312.64,326.906,14.266,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Bottom,Location,Right,STATE,325.41,335.418,10.008,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Shelter,Location,In,STATE,326.907,354.437,27.53,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Top,Location,Right,STATE,335.419,337.922,2.503,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Top,Location,Left,STATE,337.923,361.188,23.265,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Shelter,Location,In,STATE,338.171,345.172,7.001,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Shelter,Location,In,STATE,346.17,351.671,5.501,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Shelter,Location,On,STATE,351.672,356.19,4.518,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Top,Location,Right,STATE,354.437,500.084,145.647,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Top,Location,Right,STATE,361.189,366.19,5.001,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Bottom,Location,Right,STATE,366.191,382.191,16,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Food Hopper,Location,,STATE,381.191,382.192,1.001,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Bottom,Location,Left,STATE,382.192,392.44,10.248,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Food Hopper,Location,,STATE,389.94,390.939,0.999,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Food Hopper,Location,,STATE,392.189,402.941,10.752,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Bottom,Location,Right,STATE,392.441,415.946,23.505,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Bottom,Location,Left,STATE,415.947,440.525,24.578,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Cup,Location,,STATE,416.69,439.522,22.832,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Bottom,Location,Right,STATE,440.526,442.275,1.749,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Top,Location,Right,STATE,442.276,502.085,59.809,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Top,Location,Left,STATE,500.085,635.464,135.379,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Shelter,Location,In,STATE,500.085,503.833,3.748,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Bottom,Location,Right,STATE,502.086,504.587,2.501,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Bottom,Location,Left,STATE,504.588,512.342,7.754,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Shelter,Location,On,STATE,511.595,512.345,0.75,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Top,Location,Right,STATE,512.343,512.844,0.501,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Shelter,Location,In,STATE,512.346,520.595,8.249,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Top,Location,Left,STATE,512.845,544.878,32.033,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Shelter,Location,In,STATE,512.845,518.093,5.248,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Shelter,Location,On,STATE,520.596,540.373,19.777,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Shelter,Location,On,STATE,524.095,525.096,1.001,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Shelter,Location,In,STATE,525.097,532.343,7.246,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Shelter,Location,On,STATE,532.344,542.843,10.499,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Shelter,Location,In,STATE,540.374,555.374,15,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Shelter,Location,In,STATE,542.844,544.879,2.035,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Top,Location,Right,STATE,544.879,545.878,0.999,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Bottom,Location,Right,STATE,545.879,547.629,1.75,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Bottom,Location,Left,STATE,547.63,633.217,85.587,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 1,Cup,Location,,STATE,548.88,633.217,84.337,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Shelter,Location,On,STATE,555.375,610.444,55.069,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Shelter,Location,In,STATE,610.445,629.213,18.768,,
922587,730,1,1,10/24/2019 13:25,,E:/B1_W1_Live/07302019/922587_730_1.MP4,639.74,59.94,Mouse 2,Shelter,Location,On,STATE,629.214,635.464,6.25,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Bottom,Location,Left,STATE,10.085,211.296,201.211,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Cup,Location,,STATE,10.085,209.042,198.957,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Top,Location,Left,STATE,10.345,271.603,261.258,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Shelter,Location,On,STATE,10.345,271.604,261.259,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Inactive,Other,,STATE,75.41,86.921,11.511,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Top,Location,Right,STATE,211.297,246.828,35.531,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Bottom,Location,Right,STATE,246.829,254.585,7.756,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Top,Location,Right,STATE,254.586,263.604,9.018,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Bottom,Location,Right,STATE,263.605,280.362,16.757,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Top,Location,Right,STATE,271.604,280.113,8.509,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Bottom,Location,Right,STATE,280.114,316.146,36.032,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Bottom,Location,Left,STATE,280.363,295.864,15.501,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Cup,Location,,STATE,282.115,294.868,12.753,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Bottom,Location,Right,STATE,295.865,324.158,28.293,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Top,Location,Right,STATE,316.147,316.897,0.75,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Top,Location,Left,STATE,316.898,330.151,13.253,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Shelter,Location,In,STATE,317.148,323.15,6.002,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Bottom,Location,Left,STATE,324.159,324.906,0.747,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Top,Location,Right,STATE,324.907,325.407,0.5,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Top,Location,Left,STATE,325.408,348.179,22.771,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Shelter,Location,On,STATE,325.657,330.908,5.251,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Top,Location,Right,STATE,330.152,366.198,36.046,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Bottom,Location,Left,STATE,348.18,386.472,38.292,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Cup,Location,,STATE,352.683,365.183,12.5,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Top,Location,Left,STATE,366.199,388.968,22.769,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Shelter,Location,On,STATE,366.448,386.718,20.27,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Top,Location,Right,STATE,386.473,399.481,13.008,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Top,Location,Right,STATE,388.969,425.508,36.539,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Top,Location,Left,STATE,399.482,519.35,119.868,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Shelter,Location,On,STATE,408.733,512.845,104.112,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Top,Location,Left,STATE,425.509,456.538,31.029,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Shelter,Location,On,STATE,425.759,456.539,30.78,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Top,Location,Right,STATE,456.539,460.794,4.255,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Top,Location,Left,STATE,460.795,476.811,16.016,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Shelter,Location,On,STATE,460.795,475.058,14.263,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Top,Location,Right,STATE,476.812,479.562,2.75,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Bottom,Location,Right,STATE,479.563,479.816,0.253,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Bottom,Location,Left,STATE,479.817,614.954,135.137,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Cup,Location,,STATE,487.573,614.954,127.381,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 2,Inactive,Other,,STATE,506.09,523.358,17.268,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Shelter,Location,In,STATE,512.846,518.854,6.008,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Top,Location,Right,STATE,519.351,544.625,25.274,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Bottom,Location,Right,STATE,544.626,546.881,2.255,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Bottom,Location,Left,STATE,546.882,549.883,3.001,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Bottom,Location,Right,STATE,549.884,557.889,8.005,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Food Hopper,Location,,STATE,549.884,551.134,1.25,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Bottom,Location,Left,STATE,557.89,613.95,56.06,,
922587,730,2,1,10/28/2019 11:03,,E:/B1_W1_Live/07302019/922587_730_2.MP4,617.85,59.94,Mouse 1,Cup,Location,,STATE,579.913,613.95,34.037,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 2,Top,Location,Right,STATE,10.094,29.112,19.018,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 1,Top,Location,Left,STATE,10.095,149.982,139.887,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 1,Unseen,Other,,STATE,10.097,98.933,88.836,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 2,Top,Location,Left,STATE,29.113,33.62,4.507,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 2,Top,Location,Right,STATE,33.621,35.118,1.497,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 2,Bottom,Location,Left,STATE,35.119,112.197,77.078,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 2,Cup,Location,,STATE,74.908,77.915,3.007,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 2,Cup,Location,,STATE,95.412,110.444,15.032,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 1,Shelter,Location,In,STATE,98.933,99.682,0.749,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 1,Shelter,Location,On,STATE,99.683,113.183,13.5,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 2,Top,Location,Right,STATE,112.198,116.199,4.001,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 1,Shelter,Location,In,STATE,113.184,121.96,8.776,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 2,Top,Location,Left,STATE,116.2,133.967,17.767,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 2,Shelter,Location,In,STATE,116.2,121.458,5.258,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 1,Shelter,Location,On,STATE,121.961,149.983,28.022,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 2,Shelter,Location,In,STATE,130.465,133.468,3.003,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 2,Top,Location,Right,STATE,133.968,216.043,82.075,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 1,Top,Location,Right,STATE,149.983,152.481,2.498,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 1,Top,Location,Left,STATE,152.482,155.487,3.005,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 1,Shelter,Location,In,STATE,152.482,155.238,2.756,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 1,Top,Location,Right,STATE,155.488,164.492,9.004,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 1,Bottom,Location,Right,STATE,164.493,165.248,0.755,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 1,Bottom,Location,Left,STATE,165.249,180.264,15.015,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 1,Bottom,Location,Right,STATE,180.265,201.287,21.022,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 1,Food Hopper,Location,,STATE,180.265,200.786,20.521,,
922587,731,1,1,11/1/2019 16:13,,E:/B1_W1_Live/07312019/922587_731_1.MP4,630.76,59.94,Mouse 1,Bottom,Location,Left,STATE,201.288,215.8,14.512,,
